Transect_I,MGMTUNIT_I,TransectNa,StartLat,StartLong,SITE_ID,tblSITE_Site,ManUnitAcres,Obs.2008,Obs.2009,Obs.2010,Obs.2011,Obs.2012,Obs.2013,Obs.2014,Obs.2015,Obs.2016,Obs.2017,Obs.2018,Sys.2008,Sys.2009,Sys.2010,Sys.2011,Sys.2012,Sys.2013,Sys.2014,Sys.2015,Sys.2016,Sys.2017,Sys.2018,Mgmt.2008,Mgmt.2009,Mgmt.2010,Mgmt.2011,Mgmt.2012,Mgmt.2013,Mgmt.2014,Mgmt.2015,Mgmt.2016,Mgmt.2017,Mgmt.2018,NumObs,Delta
113,20,BM-49,43.701021,-96.187657,3,,563.5,,,,,,,,,,,,,,,,,,,,,,,Combo,Combo,Combo,Combo,Combo,Combo,Combo,Graze,Graze,Graze,"",,1
114,20,BM-50,43.7123,-96.1824,3,,563.5,,,,,,,,,,,,,,,,,,,,,,,Combo,Combo,Combo,Combo,Combo,Combo,Combo,Graze,Graze,Graze,"",,1
115,21,5LE4-01,43.71263245,-96.18093749,3,Blue Mounds SP,63.9,0,1,1,1,0,0,0,0,0,1,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,"",3,1
116,21,5LE4-02,43.71074137,-96.18077973,3,Blue Mounds SP,63.9,0,1,1,1,0,0,0,0,0,1,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,"",3,1
117,21,5LE4-03,43.70893861,-96.18106026,3,Blue Mounds SP,63.9,0,1,0,1,0,0,0,0,0,1,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,"",2,1
118,21,5LE4-04,43.70715407,-96.18168506,3,Blue Mounds SP,63.9,0,1,0,1,0,0,0,0,0,1,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,"",2,1
119,21,5LE4-05,43.70542413,-96.18244381,3,Blue Mounds SP,63.9,0,1,1,1,0,0,0,0,0,1,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,"",3,1
120,21,5LE4-06,43.70372724,-96.18334,3,Blue Mounds SP,63.9,0,1,1,1,0,0,0,0,0,1,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,"",3,1
161,30,BURG_11,46.8517,-96.46369,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
162,30,BURG_28,46.85339,-96.46676,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
163,30,BURG_35,46.84855,-96.46381,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
164,30,BURG_40,46.84957,-96.47095,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
165,30,BURG_43,46.854,-96.4687,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
166,30,BURG_51,46.85198,-96.46679,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
167,30,BURG_63,46.85339,-96.47049,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
168,30,BURG_65,46.85367,-96.46333,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
169,30,BURG_69,46.84881,-96.46859,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
170,30,BURG_77,46.85102,-96.47082,5,,9999,,,,,,,,,,,,,,,,,,,,,,,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",,1
171,31,BURG_23,46.85721,-96.46372,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
172,31,BURG_3,46.855,-96.46729,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
173,31,BURG_30,46.85553,-96.47129,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
174,31,BURG_39,46.85822,-96.46921,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
175,31,BURG_46,46.85539,-96.46567,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
176,31,BURG_49,46.85561,-96.4631,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
177,31,BURG_50,46.85612,-96.46872,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
178,31,BURG_53,46.85742,-96.4664,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
179,31,BURG_9,46.85695,-96.47084,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
180,32,BURG_1,46.8611,-96.48338,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
181,32,BURG_12,46.86004,-96.47624,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
182,32,BURG_19,46.85718,-96.47582,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
183,32,BURG_21,46.85621,-96.48101,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
184,32,BURG_24,46.85755,-96.47886,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
185,32,BURG_36,46.8581619,-96.47755,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
186,32,BURG_41,46.86014,-96.47468,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
187,32,BURG_42,46.86091,-96.47818,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
188,32,BURG_48,46.86236,-96.48172,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
189,32,BURG_5,46.85629,-96.48322,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
190,32,BURG_54,46.85918,-96.4831,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
191,32,BURG_59,46.85568,-96.47413,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
192,32,BURG_66,46.8612,-96.48013,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
193,32,BURG_72,46.85744,-96.48295,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
194,32,BURG_8,46.858581,-96.47544,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Burn,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",0,0
195,33,BURG_15,46.84441,-96.4661,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
196,33,BURG_17,46.84199,-96.4676,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
197,33,BURG_22,46.84415,-96.46371,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
198,33,BURG_25,46.84741,-96.47068,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
199,33,BURG_26,46.84148,-96.46574,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
200,33,BURG_32,46.84205,-96.47115,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
201,33,BURG_34,46.84572,-96.47054,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
202,33,BURG_4,46.84661,-96.46621,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
203,33,BURG_47,46.84293,-96.47269,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
204,33,BURG_56,46.84161,-96.4636,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
205,33,BURG_58,46.84312,-96.46589,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
206,33,BURG_73,46.8406,-96.46822,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
207,33,BURG_80,46.84299,-96.46388,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
208,33,BURG_81,46.84592,-96.46368,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"",0,0
209,34,BURG_13,46.84987,-96.47736,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
210,34,BURG_14,46.84875,-96.4792,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
211,34,BURG_20,46.85008,-96.47541,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
212,34,BURG_27,46.84921,-96.48291,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
213,34,BURG_29,46.85379,-96.47555,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
214,34,BURG_44,46.85399,-96.47787,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
215,34,BURG_55,46.85305,-96.48153,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
216,34,BURG_57,46.85229,-96.47974,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
217,34,BURG_7,46.84852,-96.47478,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
218,34,BURG_71,46.8501,-96.48037,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
219,34,BURG_74,46.85186,-96.47636,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
220,34,BURG_75,46.84847,-96.47649,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
221,34,BURG_79,46.84816,-96.48153,5,Bluestem Prairie SNA,9999,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Rest,"",Rest,0,0
222,35,FE_1,46.78111,-96.4176,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
223,35,FE_10,46.7759,-96.4197,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
224,35,FE_2,46.77835,-96.4174,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
225,35,FE_3,46.77582,-96.4159,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
226,35,FE_4,46.77761,-96.4153,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
227,35,FE_5,46.77876,-96.416,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,WM,WM,WM,WM,WM,WM,WM,WM,"",WM,WM,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
228,35,FE_6,46.77989,-96.4154,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
229,35,FE_7,46.78139,-96.4195,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
230,35,FE_8,46.78023,-96.4187,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
231,35,FE_9,46.77749,-96.4202,5,Bluestem Prairie SNA,108,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Graze,Graze,Graze,Burn,Graze,Graze,Graze,Graze,Graze,"",0,0
232,36,FNR_0,46.79096,-96.4831,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
233,36,FNR_10,46.79689,-96.4798,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
234,36,FNR_11,46.79669,-96.4767,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
235,36,FNR_14,46.79501,-96.4835,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
236,36,FNR_15,46.79046,-96.4738,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
237,36,FNR_18,46.79709,-96.4829,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
238,36,FNR_19,46.79542,-96.4809,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
239,36,FNR_21,46.79384,-96.4836,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
240,36,FNR_22,46.79298,-96.475,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
241,36,FNR_3,46.79073,-96.4805,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
242,36,FNR_4,46.79431,-96.4745,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
243,36,FNR_5a,46.79596,-96.4743,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
244,36,FNR_5b,46.79521,-96.4788,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
245,36,FNR_6a,46.79351,-96.4794,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
246,36,FNR_6b,46.79055,-96.4781,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
247,36,FNR_7,46.79229,-96.4779,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
248,36,FNR_8,46.79625,-96.4807,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
249,36,FNR_9,46.79143,-96.4798,5,Bluestem Prairie SNA,160,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Combo,Graze,Graze,Rest,Graze,Graze,Graze,Graze,Graze,"",0,0
250,37,FSR_1,46.78827,-96.4831,5,Bluestem Prairie SNA,145,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,Graze,Combo,Graze,Graze,Graze,Graze,Graze,Graze,Graze,"",0,0
251,37,FSR_2,46.78883,-96.4836,5,Bluestem Prairie SNA,145,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,Graze,Combo,Graze,Graze,Graze,Graze,Graze,Graze,Graze,"",0,0
